Name,Price (new),Price (old),Price (original),Description,Sold,Discount,Discount Rate,Rating,Review Count,Author,Công ty phát hành,Ngày xuất bản,Loại bìa,Phương thức giao hàng Seller Delivery,Nhà xuất bản,Phiên bản sách,Kích thước,Dịch Giả,Số trang,Thương hiệu,Xuất xứ thương hiệu,Xuất xứ (Made in),Chất liệu,Sản phẩm có được bảo hành không?,Bookcare,Ngôn ngữ
Sách Bí Mật Của May Mắn (Khổ Lớn) (Tái Bản),46240,68000,68000,"Câu chuyện trong Bí Mật của May Mắn hấp dẫn như thần thoại với những chân lý thực tế và vĩnh hằng của cuộc sống mang lại cho người đọc niềm tin, hy vọng, những trải nghiệm và lý giải tại sao một số ng...",5503,21760,32,4.8,542,Alex Rovira,First News - Trí Việt,2021-06-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Tổng hợp TP.HCM,Phiên bản thường,13 x 20.5 cm,Nguyễn Văn Phước-Khánh Thủy,152,,,,,,,
How Psychology Works - Hiểu Hết Về Tâm Lý Học,225000,300000,300000,"How Psychology Works - Hiểu Hết Về Tâm Lý Học MỘT TRONG NHỮNG CUỐN SÁCH MỞ KHÓA HỮU ÍCH NHẤT VỀ TƯ DUY, KÝ ỨC VÀ CẢM XÚC CỦA CON NGƯỜI!Ám sợ là gì, ám sợ có thực sự đáng sợ không? Rối loạn tâm lý là...",1205,75000,25,5.0,227,Jo Hemmings,Nhã Nam,2020-11-01 00:00:00,Bìa cứng,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Thế Giới,,19.5 x 23 cm,"Trần Trương Phúc Hạnh,Phương Hoài Nga hiệu đính",247,,,,,,,
Combo 3 Cuốn Di Sản Của GS. Phan Văn Trường Để Lại Cho Thế Hệ Sau: Một Đời Thương Thuyết + Một Đời Quản Trị + Một Đời Như Kẻ Tìm Đường (Cả Đời Trên Thương Trường),390000,510000,510000,Combo 3 Cuốn Di Sản Của GS. Phan Văn Trường Để Lại Cho Thế Hệ Sau: Một Đời Thương Thuyết + Một Đời Quản Trị + Một Đời Như Kẻ Tìm Đường (Cả Đời Trên Thương Trường) Một Đời Thương ThuyếtHơn 40 năm ki...,14,120000,24,0.0,0,Phan Văn Trường,NXB Trẻ,,Bìa mềm,,NXB Trẻ,,,,,,,,,,,
Chuốt Quay Bướm Guangbo XBQ9761 - Màu,42000,140000,140000,"Được làm bằng chất liệu nhựa chắc chắn, bền đẹp, không chứa các thành phần gây hại ảnh hưởng đến sức khỏe, nhất là đối với trẻ em nên bạn hoàn toàn có thể yên tâm khi sử dụng lâu dài. Bên cạnh đó, ch...",6,98000,70,0.0,0,N/A,,,,,,,7 x 7 x 9 cm,,,OEM,Trung Quốc,Trung Quốc,,,,
Hiểu Nghèo Thoát Nghèo (Tái Bản),144000,160000,160000,Tại sao người nghèo khi có thêm tiền thì mua tivi thay vì mua thực phẩm?Phải chăng việc sinh nhiều con là lý do thực sự khiến gia đình nghèo đi?Tại sao nhiều chính sách xóa nghèo được cho là “thần...,40,16000,10,5.0,9,Abhijit V. Banerjee,NXB Trẻ,2019-10-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,,,13 x 20 cm,,444,,,,,,,
Combo Doraemon Truyện Ngắn (45 Tập) - Tái Bản,891000,990000,990000,"Các bạn nhỏ Việt Nam hẳn đã rất quen thuộc với những câu chuyện về chú mèo máy Doraemon thông minh, cùng nhóm bạn Nobita hậu đậu, Shizuka dễ thương, Jaian hay bắt nạt bạn bè và Suneo mỏ nhọn hay mách ...",2944,99000,10,4.8,566,Fujiko-F-Fujio,NXB Kim Đồng,2023-09-26 15:42:29,Bìa mềm,,Nhà Xuất Bản Kim Đồng,Phiên bản thường,11.3 x 17.6 cm,Nhiều người dịch,1000,,,,,,,
Lược Sử Nước Việt Bằng Tranh: Viet Nam – A Brief History In Pictures (Tái Bản 2019),160700,196000,196000,"Lược Sử Nước Việt Bằng Tranh: Viet Nam – A Brief History In Pictures (Tái Bản 2019)Dòng sử Việt xuôi từ thượng nguồn lịch sử, thuở cha Lạc Long Quân kết duyên cùng mẹ Âu Cơ. Từ quá khứ xa xưa đẫm màu...",482,35300,18,5.0,88,Huyền Trang,Nhà Xuất Bản Kim Đồng,2019-04-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,,,30 x 24 cm,,100,,,,,,,
Cánh Đồng Bất Tận (Tái Bản 2019),76500,85000,85000,"Cánh đồng bất tận bao gồm những truyện hay và mới nhất của nhà văn Nguyễn Ngọc Tư. Đây là tác phẩm đang gây xôn xao trong đời sống văn học, bởi ở đó người ta tìm thấy sự dữ dội, khốc liệt của đời sống...",273,8500,10,5.0,65,Nguyễn Ngọc Tư,NXB Trẻ,2019-01-04 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,,,13 x 20 cm,,220,,,,,,,
"Full bộ Ehon Nhật Bản cho bé 0-6 tuổi thông minh, sáng tạo",318000,390000,390000,"Danh sách các tác phẩm trong bộ1. Bộ Ehon cáo Ken 3 cuốn , giúp bé phát triển phần não thùy thái dương, có tác dụng cho con phát triển ngôn ngữ, khả năng cảm thụ âm nhạc và học ngoại ngữ2. Bộ sách E...",7203,72000,18,4.8,1084,Suzuki Mio,Wabooks,2018-09-09 00:00:00,Bìa mềm,,Nhà Xuất Bản Lao Động - Xã Hội,Phiên bản thường,20 x 20 cm,"Billy Tuấn Nguyễn, Ngọc Trâm",24,,,,,,,
"Combo 4 cuốn: Chuyện con mèo dạy hải âu bay, Chuyện con mèo con chuột và bạn thân của nó, Chuyện con ốc sên, Chuyện chú chó tên là trung thành",132300,189000,189000,"Combo 4 cuốn: Chuyện con mèo dạy hải âu bay, Chuyện con mèo và con chuột bạn thân của nó, Chuyện con ốc sên muốn biết tại sao nó chậm chạp, Chuyện con chó tên là Trung ThànhGiới thiệu tác giảSinh n...",964,56700,30,5.0,53,Luis Sepulveda,Nhã Nam,2018-12-07 01:29:07,Bìa mềm,,Nhà Xuất Bản Hội Nhà Văn,Phiên bản thường,<p>15x21x3</p>,,839,,,,,,,
Boxset Harry Potter - Tiếng Việt (Trọn Bộ 7 Tập),1400000,1750000,1750000,"Boxset Harry Potter - Tiếng Việt (Trọn Bộ 7 Tập) Bộ truyện bảy tập Harry Potter là tác phẩm đáng tự hào nhất, nổi tiếng nhất đồng thời cũng là tác phẩm mang lại danh tiếng cho sự nghiệp văn chương củ...",10,350000,20,2.0,1,J. K. Rowling,NXB Trẻ,2018-12-05 11:19:59,Bìa mềm,,NXB Trẻ,,14 x 20.5 x 29 cm,,,,,,,,,
Bìa 1 Nút F4 (12 Cái / Xấp),52000,52000,52000,"                        Bìa 1 Nút F4 (12 Cái / Xấp)                được làm bằng nhựa PP chắc chắn, chống thấm nước, cho độ bền cao, dễ dàng lau chùi khi bị bám bẩn.                Bìa có nút ...",155,0,0,4.8,9,N/A,,,,,,,24 x 40 cm,,,Uyên Loan,Việt Nam,Việt Nam,nhựa,Không,,
AI Trong Chăm Sóc Sức Khỏe,162200,239000,239000,"Cuộc cách mạng Trí tuệ nhân tạo đang thâm nhập sâu vào mọi lĩnh vực của đời sống, và y học là một trong những điểm chạm có ảnh hưởng sâu rộng nhất. Tuy nhiên, giữa nhịp phát triển thần tốc của công ng...",11,76800,32,5.0,1,Eric Topol,1980 Books,,Bìa mềm,,Nhà Xuất Bản Dân Trí,,"13 x 20,5 cm",Phương Linh,455,,,,,,Có,
"Vì cha chúng tôi nói dối: Hồi ức về sự thật và gia đình, từ cuộc chiến Việt Nam đến tận hôm nay",150000,150000,150000,"Câu chuyện khó quên về cách McNamara cha và con đối diện với di sản của Chiến tranh Việt Nam qua hai thế hệ: “Một cuốn sách quan trọng mà mọi người Mỹ nên đọc” (Ron Kovic, Cựu chiến binh Việt Nam và t...",12,0,0,0.0,0,Craig McNamara,NXB Trẻ,2025-05-12 00:00:00,Bìa mềm,,NXB Trẻ,,19*26.4,Trần Hà Nguyên - Vũ Thái Hà,328,,,,,,,
Mèo Mốc – Ai Rồi Cũng Cưới (Trừ Mốc),104250,139000,139000,"Mèo Mốc – Ai rồi cũng cưới (trừ Mốc)Mèo Mốc, anh mèo “tích cực” nhất quả đất dù đi đến đâu gặp xui đến đó, vẫn đang miệt mài theo đuổi mục tiêu “Mốc hóa thế giới”! Tiếp nối hành trình từ “Nhật ký Mè...",32,34750,25,5.0,3,Mèo Mốc,SkyComics,2025-03-12 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,,"14,5 x 20,5 cm",,200,,,,,,,
[Sách Màu] Xây Nhà - Ngàn điều cần biết - Phiên bản 2025,369000,369000,369000,"Sau khi ra mắt lần đầu vào năm 2023, ""Xây nhà – Ngàn điều cần biết"" đã nhận được sự đón nhận nồng nhiệt từ đông đảo độc giả, đặc biệt là những anh chị lần đầu xây nhà hay mới bước chân vào lĩnh vực xâ...",121,0,0,5.0,8,N/A,Thái Hà,2025-04-06 15:58:25,Bìa mềm tay gấp,,Nhà Xuất Bản Công Thương,,,,352,,,,,,,
"Bá chủ AI - Trí tuệ nhân tạo ChatGPT, và cuộc chạy đua thay đổi thế giới",188300,269000,269000,"Bá chủ AI kể lại câu chuyện gay cấn về các chặng đường phát triển của AI: từ một ý tưởng viển vông không mấy ai tin, tới một dự án xa vời gọi vốn từ các tỷ phú tò mò, cho đến khi tạo tiếng vang với ch...",62,80700,30,0.0,0,Parmy Olson,Nhã Nam,2024-03-12 00:00:00,Bìa cứng,,Nhà Xuất Bản Hà Nội,,14 x 20.5 x 1.5 cm,,386,,,,,,,
Năng lượng tái sinh Hành trình tìm lại sức mạnh từ bên trong,194000,242000,242000,"Nội dung cuốn sách Năng lượng tái sinh - Hành trình tìm lại sức mạnh từ bên trongChương 1: Đề án cảm xúc: Muốn có lương cao thì càng phải vui vèChương 2: Đề án hành vi: Không nói lời cay nghiệt, khô...",30,48000,20,5.0,1,Lương Sảng,BIZBOOKS,,Bìa mềm,,Nhà Xuất Bản Hồng Đức,,,,460,,,,,,,
Combo Giáo Trình Chuẩn HSK 1 - Sách Bài Học và Bài tập (Bộ 2 cuốn),286000,356000,356000,"Combo 2 cuốn gồm sách bài học và sách bài tập (sách kèm QR file MP3 sau sách)Được chia thành 6 cấp độ với tổng cộng 18 cuốn, Giáo trình chuẩn HSK có những đặc điểm nổi bật sau:Kết hợp thi cử và giản...",36,70000,20,0.0,0,Khương Lệ Bình,Nhân Trí Việt,,Bìa mềm,,Nhà Xuất Bản Tổng hợp TP.HCM,,19*26.4,,,,,,,,,
Lịch sử Việt Nam bằng hình - Gần 2000 minh họa tranh ảnh và bản đồ,719000,900000,900000,"Giới thiệu tác giảĐội ngũ biên soạn sách là các biên tập viên Đông A và cộng tác viên có kinh nghiệm trong lĩnh vực xuất bản cũng như chuyên ngành lịch sử. Bên cạnh đó, ban cố vấn nội dung đều là nhữ...",250,181000,20,5.0,31,Đông A,Đông A,,Bìa cứng,,Nhà Xuất Bản Đại Học Sư Phạm,,25 x 30,,660,,,,,,,
Nghệ Thuật Không Nổi Giận,71280,99000,99000,"Rất nhiều người trong chúng ta vẫn đang cố gắng học cách kiểm soát cơn giận nhưng thật khó khăn vì mỗi khi gặp một vấn đề nào đó hay một trận cãi vã từ những hiểu lầm, cảm xúc của ta lại bùng lên mạnh...",307,27720,28,4.6,12,Kim Beom Joon,Vibooks,,Bìa mềm,,Nhà Xuất Bản Thế Giới,,14 x 20 cm,,200,,,,,,Có,
"Không Sợ Thất Bại, Chỉ Sợ Bạn Nuông Chiều Bản Thân Chưa Nỗ Lực Hết Mình",84490,119000,119000,"Không Sợ Thất Bại, Chỉ Sợ Bạn Nuông Chiều Bản Thân Chưa Nỗ Lực Hết MìnhAi cũng thở dài nói cố gắng thế đủ rồi, những thành tựu to lớn dù sao cũng chẳng đến lượt mình. Thế nhưng, khi còn say sưa với g...",86,34510,29,5.0,2,Ca Tây,Being Books,,Bìa mềm,,Nhà Xuất Bản Thế Giới,,"14,5x20cm",,258,,,,,,Có,
Sách Giáo Khoa Bộ Lớp 5 - Chân Trời Sáng Tạo - Sách Bài Học (Bộ 13 Cuốn) (Mỹ Thuật Bản 1) (Chuẩn),170900,170900,170900,    Sách Giáo Khoa Bộ Lớp 5 - Chân Trời Sáng Tạo - Sách Bài Học (Bộ 13 Cuốn) (Mỹ Thuật Bản 1) (Chuẩn)   Bao Gồm:                  STT      Tên sản phẩm                1      Tiếng Việt 5 ...,53,0,0,5.0,2,nhieu tac gia,Nhà xuất bản Giáo Dục,,,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Giáo Dục Việt Nam,,,,,,,,,,,
Trong Đầu Có Giấu Con Voi,148000,215000,215000,"Nội dung giới thiệu cuốn ""Trong đầu có giấu con voi"":Con người là loài động vật đầy toan tính. Bộ não của chúng ta được thiết kế không phải chỉ để săn bắt và hái lượm, mà còn để đạt được thứ bậc cao ...",230,67000,31,4.5,12,Robin Hanson,Công ty Cổ phần Văn hóa và Công nghệ Tuệ Tri,2024-02-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,,14.5x20.5cm,Trọng Nghĩa - Phương Hạ,523,,,,,,Có,
Cứu Tinh Xứ Cát - Dune Phần 2,75000,150000,150000,"Nhiều năm sau khi trở thành Hoàng đế Xứ Cát và đấng tiên tri của con dân đế quốc liên hành tinh, Pual Muad’dib vẫn chẳng mấy khi có được an bình. Những kẻ thù không đội trời chung vẫn không buông tha ...",1764,75000,50,4.8,152,Frank Herbert,Nhã Nam,,Bìa mềm,,Nhà Xuất Bản Hội Nhà Văn,,17*25cm,Tâm Thủy,380,,,,,,Không,
Tiếng Việt Ân Tình Tập 1,125000,169000,169000,"Khi nhắc tới “ngôn ngữ học”, chúng ta dễ hình dung đến những khái niệm hàn lâm như “hình thái học”, “tu từ”, “âm vị”, “phân tích diễn ngôn” Có lẽ vì thế mà ngoại trừ gi...",320,44000,26,5.0,5,Lê Trọng Nghĩa,Thái Hà,2024-01-01 00:00:00,,,Nhà Xuất Bản Thế Giới,,14.5x20.5cm,,344,,,,,,Có,
Chính Sách Tiền Tệ Thế Kỷ 21,234000,325000,325000,Cuốn sách đầu tiên bàn về lịch sử chống lạm phát & khủng hoảng của Cục Dự trữ Liên bang Hoa KỳChính sách tiền tệ thế kỷ 21 xem xét Fed – cơ quan quản lý chính sách tiền tệ Mỹ của hiện tại và tươn...,1056,91000,28,5.0,87,Ben S. Bernanke,Alphabooks,2024-01-08 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,,16 x 24 cm,"Vũ Hoàng Linh, Sơn Phạm",536,,,,,,,
TIỂU SỬ ELON MUSK - Bản thường: Bìa cứng áo ôm,358000,499000,499000,"Tiểu sử Elon Musk là cuộc khám phá về cuộc sống và công việc của một biểu tượng thời hiện đại, mang đến những hiểu biết sâu sắc về tâm trí của một người có tầm nhìn được thúc đẩy bởi sự theo đuổi khôn...",829,141000,28,4.8,71,Walter Isaacson,Alphabooks,2023-11-01 00:00:00,Bìa cứng,,Nhà Xuất Bản Công Thương,,16x24 cm,,756,,,,,,,
"Làm Cha Mẹ Tỉnh Thức - Chuyển Hóa Bản Thân, Trao Quyền Cho Con Cái",112000,149000,149000,"Giới thiệu tác giảTiến sĩ Shefali Tsabary nhận bằng tiến sĩ chuyên ngành Tâm lý lâm sàng, Đại học Columbia, New York. Bà được tiếp cận với quan điểm phương Đông từ rất sớm và lồng ghép quan điểm đó v...",7721,37000,25,5.0,834,Tiến sĩ Shefali Tsabary,Thái Hà,2020-11-15 00:00:00,Bìa mềm,,Nhà Xuất Bản Lao Động,,15.5 x 24 cm,Khánh Thủy,312,,,,,,,
AI - Công Cụ Nâng Cao Hiệu Suất Công Việc,113000,169000,169000,"Các nhà lãnh đạo ở khắp mọi nơi đang băn khoăn không biết tự động hóa và trí tuệ nhân tạo sẽ ảnh hưởng đến tổ chức của họ như thế nào và liệu rằng công việc của những thành viên trong nhóm, các quản l...",504,56000,33,3.9,12,Ravin Jesuthasan,1980 Books,2023-09-09 00:00:00,Bìa mềm,,Nhà Xuất Bản Lao Động,,"13 x 20,5 cm",Vũ Thị Hồng Ngân,296,,,,,,,
Letting Go - Lộ Trình Đi Đến Sự Buông Bỏ,120000,179000,179000,"Trong cuốn sách mang tính ứng dụng cao này, tiến sĩ, bác sĩ Hawkins làm sáng tỏ một kỹ thuật mà nhờ đó chúng ta có thể siêu việt bản ngã nhỏ bé và bứt phá để đạt được tự do mà ta mong đợi. Ông cho rằn...",311,59000,33,4.7,16,David R. Hawkins,Thái Hà,2023-08-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,Phiên bản thường,15.5 x 24 cm,Nhóm tâm lý học tội phạm,384,,,,,,,
Ghi Chép Pháp Y – Khi Tử Thi Biết Nói,86250,125000,125000,"GHI CHÉP PHÁP Y 2 - KHI TỬ THI BIẾT NÓI Nếu kẻ thủ ác dùng cái chết để khiến một người im lặng, thì bác sĩ pháp y sẽ giúp nạn nhân “mở miệng” thông qua những mật mã để lại trên thi thể. “Ghi chép ph...",1771,38750,31,5.0,158,Liêu Tiểu Đao,BeBooks,2023-01-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thanh Niên,Phiên bản thường,"15,7x24cm",Linh Tử,232,,,,,,,
Combo Sách Giáo Trình Chuẩn HSK 4 Tập 1 - Sách Bài Học Và Bài Tập (Bộ 2 Cuốn),285700,376000,376000,"    Combo Sách Giáo Trình Chuẩn HSK 4 Tập 1 - Sách Bài Học Và Bài Tập (Bộ 2 Cuốn)   Được chia thành 6 cấp độ với tổng cộng 18 cuốn, Giáo trình chuẩn HSK có những đặc điểm nổi bật sau:   Kết hợp t...",234,90300,24,5.0,22,Khương Lệ Bình,Cty Nhân Trí Việt,,,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Tổng hợp TP.HCM,,,,,,,,,,,
Harry Potter Và Hội Phượng Hoàng - Tập 5,278000,385000,385000,"Harry Potter Và Hội Phượng Hoàng - Tập 5Giới thiệu tác giảJ.K. Rowling, cái tên gắn liền với hiện tượng văn hóa toàn cầu Harry Potter, là một nhà văn tài năng với nhiều sáng tác đa dạng. Bên cạnh l...",497,107000,28,4.8,43,J.K.Rowling,NXB Trẻ,2023-01-01 00:00:00,Bìa mềm,,NXB Trẻ,Phiên bản thường,14x20 cm,Lý Lan,1312,,,,,,,
Giải Trí Đến Chết,161000,179000,179000,"TÁC GIẢ: Neil PostmanNgười dịch: Nhung NguyễnTHÔNG TIN XUẤT BẢN:Kích thước khổ: 13x20,5cmSố trang: 336Mã EAN: 8936066695107NXB liên kết: NXB Lao ĐộngSách do Công ty TNHH Văn hóa và Truyền thông...",0,18000,10,0.0,0,N/A,1980 Books,,,,Nhà Xuất Bản Lao Động,,,,,,,,,,,
Ghi Chép Pháp Y – Những Cái Chết Bí Ẩn,90000,150000,150000,GHI CHÉP PHÁP Y - NHỮNG CÁI CHẾT BÍ ẨN – Làm cách nào để một “xác chết lên tiếng”? - đó là công việc của bác sĩ pháp y.“Ghi chép pháp y - Những cái chết bí ẩn” là cuốn sách nằm trong hệ liệt với “Ph...,6402,60000,40,5.0,853,Lưu Hiểu Huy,BeBooks,2022-01-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thanh Niên,Phiên bản thường,"15,7x24 cm",Bùi Thanh Thúy,344,,,,,,,
Cây Brooklyn Xanh Biếc,169470,269000,269000,"Ngay từ khi chập chững bước chân đến thế giới, Francie Nolan đã được định sẵn sẽ phải trở thành một thiếu nữ cứng rắn, bởi vì lớn lên trong khu ổ chuột Williamsburg ở Brooklyn, New York đòi hỏi con ng...",93,99530,37,5.0,7,Betty Smith,1980 Books,2022-12-12 00:00:00,Bìa mềm,,Nhà Xuất Bản Thanh Niên,,16x24cm,Khánh Trang,584,,,,,,,
Cánh Cửa Mở Rộng -Thần Thoại Sisyphus,86900,95000,95000,"... Sáng dậy, lên xe đi làm, bốn giờ trong văn phòng hoặc nhà máy, ăn trưa, lên xe về chỗ làm, bốn giờ công việc, chiều, ăn tối, ngủ nghỉ; Thứ Hai Thứ Ba Thứ Tư Thứ Năm Thứ Sáu và thứ Bảy cùng theo nh...",650,8100,9,5.0,47,Albert Camus,NXB Trẻ,2022-11-11 00:00:00,Bìa mềm,,NXB Trẻ,Phiên bản thường,14x20cm,"Trương Thị Hoàng Yến, Phong Sa",204,,,,,,,
Sách Sức Mạnh Của Ngôn Từ (Tái Bản 2022),73440,108000,108000,"Sức Mạnh Của Ngôn TừSử dụng đúng ngôn từ để đạt hiệu quả giao tiếp cao nhất.Nếu bạn cũng giống như hàng triệu người thường ngồi lặng yên trong các cuộc họp, bỏ lỡ nhiều cơ hội thăng tiến, căng thẳng...",4836,34560,32,5.0,310,Don Gabor,FIRST NEWS,2022-01-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Tổng hợp TP.HCM,Phiên bản thường,14.5x20.5 cm,Kim Vân,312,,,,,,,
Không Bao Giờ Là Thất Bại - Tất Cả Là Thử Thách (Ấn Bản Cập Nhật Đầy Đủ Nhất)(Bìa Cứng),179560,268000,268000,“KHÔNG BAO GIỜ LÀ THẤT BẠI! TẤT CẢ LÀ THỬ THÁCH”Tự truyện nổi tiếng của gã khổng lồ trong nền kinh tế Hàn Quốc - cố Chủ tịch tập đoàn Hyundai Chung Ju-yungThất bại xảy ra là để con người nhận ra sức...,10068,88440,33,5.0,762,Chung Ju Yung,First News - Trí Việt,2021-12-01 00:00:00,Bìa cứng,,Nhà Xuất Bản Dân Trí,Phiên bản thường,16 x 24 cm,Phạm Hồng Phương,512,,,,,,,
Nghệ Thuật Tinh Tế Của Việc Đếch Quan Tâm (Tái Bản),87000,128000,128000,"Trong suốt nhiều thập kỷ, chúng ta được dạy chìa khóa của một cuộc sống hạnh phúc, đủ đầy là suy nghĩ tích cực. ""Mặc kệ sự tích cực,"" Mark Manson nói, ""Hãy thành thật với nhau, những chuyện rắc rối v...",5559,41000,32,5.0,570,Mark Manson,Huy Hoàng Bookstore,2021-11-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Văn Học,Phiên bản thường,13.5 x 20.5 cm,Thanh Hương,284,,,,,,,
Cái Dũng Của Thánh Nhân (Thu Giang Nguyễn Duy Cần) (Tái Bản),64400,90000,90000,"Quan niệm cái “Dũng” của tác giả Thu Giang không phải là cái dũng cơ bắp, cái dũng sức mạnh hay cái dũng thấy chuyện bất bình giữa đường ra tay nghĩa hiệp. Cái dũng của thánh nhân đề cập ở đây là cái ...",2601,25600,28,5.0,248,Thu Giang Nguyễn Duy Cần,NXB Trẻ,2021-07-15 00:00:00,Bìa mềm,,NXB Trẻ,Phiên bản thường,13 x 19 cm,,168,,,,,,,
Sách - Lão tử đạo đức kinh,73500,99000,99000,       Mô tả:   Đạo đức kinh là một trong những tác phẩm cổ điển quan trọng nhất trong lịch sử văn hóa nhân loại. Đạo đức kinh tương truyền do Lão Tử biên soạn dưới thời Xuân thu - Chiến quốc.  ...,494,25500,26,4.8,53,Lão Tử,Alphabooks,,,,Nhà Xuất Bản Thế Giới,,,,212,,,,,,,
Kỹ Năng Bán Hàng Tuyệt Đỉnh,78000,120000,120000,"Kỹ năng bán hàng tuyệt đỉnh sẽ cho bạn đọc biết được những quy tắc bán hàng, vốn là điều kiện tiên quyết để gặt hái thành công trong bất kỳ lĩnh vực nào, với bất kỳ ai, bất kỳ ở đâu.Trong từng trang ...",3702,42000,35,5.0,297,Grant Cardone,Saigon Books,2021-06-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,Phiên bản thường,14 x 21.5 cm,Bùi Thị Ngọc Hương,293,,,,,,,
Minh Triết Trong Ăn Uống Của Phương Đông (Tái Bản),113887,168000,168000,"Cơ thể được xây đắp bởi đồ ăn thức uống hàng ngày, nguồn năng lượng cho chúng ta hoạt động cũng từ đó. Vì vậy, hiểu biết Minh triết trong Ăn uống của phương Đông là điều vô cùng cần thiết. Tác giả Ngô...",3864,54113,32,5.0,261,Ngô Đức Vượng,First News - Trí Việt,2021-03-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Tổng hợp TP.HCM,Phiên bản thường,13 x 20.5 cm,,128,,,,,,,
Thuật Xử Thế Của Người Xưa (Tái Bản 2021),52200,55000,55000,"Thuật xử thế của người xưa thông qua những điển tích Trung Hoa để rút ra những bài học uyên thâm và đầy ngụ ý, nhằm hướng người đọc đến những giá trị chân thiện mỹ, góp phần giáo dục đạo đức lối ...",148,2800,5,5.0,25,Thu Giang Nguyễn Duy Cần,NXB Trẻ,,,Nhà bán giao hàng cho khách hàng,NXB Trẻ,,,,,,,,,,,
"Chúng Ta Rồi Sẽ Hạnh Phúc, Theo Những Cách Khác Nhau [Tặng Kèm: 01 Bookmark]",69580,98000,98000,"CHÚNG TA RỒI SẼ HẠNH PHÚC, THEO NHỮNG CÁCH KHÁC NHAU – THẢO THẢO Bạn có từng đắm chìm trong vô vọng và không tìm ra lối thoát cho chuỗi ngày vụng dại tuổi trẻ của mình?Bạn có từng muốn ngủ một giấc t...",10297,28420,29,4.8,1860,Thảo Thảo,Người Trẻ Việt,2021-01-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Văn Học,Phiên bản thường,13 x 20.5 cm,,208,,,,,,,
Vượt Qua Bản Ngã - Chiến Thắng Kẻ Thù Lớn Nhất Của Bạn,105000,149000,149000,"Đây là cuốn sách nói về kẻ thù lớn nhất cản trở ta trên bước đường sự nghiệp: bản ngã. Khi bắt đầu khởi nghiệp, nó cản trở việc học tập và trau dồi của ta. Khi đã đạt được thành công bước đầu, nó khiế...",648,44000,30,4.8,59,Ryan Holiday,Alphabooks,2020-11-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Lao Động,Phiên bản thường,13 x 20.5 cm,Phí Thị Mai,316,,,,,,,
Giáo Dục Nhi Đồng,46800,65000,65000,"“Bản sách này ra đời có mục đích là giúp đường chỉ nẻo trong muôn một cho các ông cha bà mẹ muốn dạy con. Nó sẽ là người bạn của những bà mẹ hiền từ, rất thương con và muốn cho con nên người.”...",358,18200,28,4.7,18,Đạm Phương nữ sử,Nhà Xuất Bản Kim Đồng,,Bìa mềm,,Nhà Xuất Bản Kim Đồng,,14.5 x 20.5 cm,,496,,,,,,,
Sự Thật Về Thế Giới : Mười Lý Do Khiến Ta Hiểu Sai Về Thế Giới - Và Vì Sao Thế Gian Này Tốt Hơn Ta Tưởng,144000,160000,160000,Khi được hỏi những câu hỏi đơn giản về các xu hướng toàn cầu - có bao nhiêu phần trăm dân số thế giới sống trong đói nghèo; tại sao dân số thế giới gia tăng; có bao nhiêu bé gái được đến trường - ta t...,359,16000,10,4.8,73,Hans Rosling Ola Rosling,NXB Trẻ,2019-01-10 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,NXB Trẻ,,13 x 20.5 cm,"Trần Thị Kim Chi, Hà Thị Kim Ngân",454,,,,,,,
"Combo Tổng Hợp Chuyên Đề Trọng Tâm Thi Vào 10 Chuyên
Và Học Sinh Giỏi Toán 9",220000,318000,318000,"Nhằm giúp các em học sinh ôn thi vào lớp 10 cũng như các em học sinh chuyên Toán có một tài liệu mang tính hệ thống để ôn luyện, nâng cao kỹ năng giải Toán để đạt kết quả cao nhất trong các kỳ thi học...",2012,98000,31,4.8,259,Nguyễn Trung Kiên,Megabook,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,Phiên bản thường,20.5 x 29.5 cm,,,,,,,,,
